Date,City,Longitude,Latitude,PM2.5 (µg/m³),PM10 (µg/m³),Wind Speed (m/s),Wind Direction (degrees)
2022-03-01,Seoul,126.978,37.5665,21.395033300564137,32.25806466389258,2.2262320882258093,162.99844560370616
2022-03-01,Tokyo,139.6917,35.6895,27.033367544504472,41.779308901368495,0.9669046935848593,210.54175707498848
2022-03-01,Beijing,116.4074,39.9042,29.741007878669734,42.550304613087064,2.290670844547054,208.0740584892158
2022-03-01,Delhi,77.1025,28.7041,80.46592370192229,125.20503389623627,1.6337969726006365,122.19434260280826
2022-03-01,Bangkok,100.5018,13.7563,92.41023946060523,133.15883506948012,1.3382049168147612,277.07407342204544
2022-03-01,Busan,129.0756,35.1796,25.319517149569037,41.35747744271612,3.44736072648662,150.7069792120479
2022-03-01,Daegu,128.5911,35.8704,26.643817818694515,40.556102476330125,2.7278923845412724,143.6016804050643
2022-03-01,Osaka,135.5023,34.6937,17.892137549324616,29.460606398856726,0.5096021931029832,115.81000961632108
2022-03-01,Nagoya,136.9066,35.1802,19.59535289586256,32.518581605245345,1.076632502507073,92.03549153970074
2022-03-01,Sapporo,141.3545,43.0618,9.805800615936278,17.374560457028565,0.8250976742628545,192.4233128305264
2022-03-01,Fukuoka,130.4017,33.5904,22.829503620869218,35.7918885640629,2.442156314821297,200.38739814157034
2022-03-01,Kyoto,135.7681,35.0116,19.079948287981097,30.772930870170967,0.3355891426859883,101.98620722248407
2022-03-01,Shanghai,121.4737,31.2304,44.37442058247143,70.40360827659242,2.942731607191957,96.29422033003888
2022-03-01,Guangzhou,113.2644,23.1291,70.33626303609708,104.73048206449675,1.472390854539666,107.3947947375926
2022-03-01,Chongqing,106.5516,29.563,78.46637828379244,114.6604944324281,0.5628417539682636,23.952316414959455
2022-03-01,Tianjin,117.1902,39.1256,18.761820541612906,26.902734262534977,3.2988805290911256,196.50465626229925
2022-03-01,Wuhan,114.3055,30.5928,71.89413508967846,106.15199386165841,2.7298476446346758,75.08896252132736
2022-03-01,Nanjing,118.7969,32.0603,51.33996694439702,76.3506093903743,1.4604267806573488,74.32493634708192
2022-03-01,Hangzhou,120.1551,30.2741,49.75549927621614,73.8253405074829,1.3364807143598167,87.77670855088704
2022-03-01,Chengdu,104.0668,30.5728,67.20760836742556,111.7622829838183,0.4383450840473773,70.54412159708579
2022-03-01,Xi'an,108.9355,34.3416,37.625312643285724,82.42813720471531,0.8259572235125547,55.157208497272634
2022-03-01,Shenyang,123.4291,41.7968,24.07498023160315,34.76008103575623,2.5344055349221852,232.63003296138638
2022-03-01,Almaty,76.8512,43.222,37.47419086153059,56.465459863375145,0.5269908220896394,288.67590024613077
2022-03-01,Bishkek,74.5698,42.8746,12.975705843132346,20.932692024189237,0.49151238777370126,276.5991898857572
2022-03-01,Dushanbe,68.7864,38.5481,10.79264855263773,18.039489901866546,0.14326829787913037,82.47332115006967
2022-03-01,Kathmandu,85.324,27.7172,37.17898167110434,53.38981168279133,0.5353395016903502,224.42592149741822
2022-03-01,Yangon,96.1951,16.8409,36.61702407953271,52.71745351365098,0.8593463997350503,245.92631581791707
2022-03-01,Guwahati,91.7362,26.1445,43.5321609870698,62.66363783424822,1.2771951800296584,17.957956142755165
2022-03-01,Ulaanbaatar,106.9057,47.8864,4.21738155509388,6.131029905986907,1.5216803125779068,147.67906438475512
2022-03-01,Irkutsk,104.2964,52.2869,1.6478823861021397,2.4149537924955666,0.29811602924377084,172.99409607303738
